,PLAYER_LAST_NAME,PLAYER_FIRST_NAME,PERSON_ID,PTS,REB,AST
197,Kaminsky,Frank,1626163,2.3,1.3,0.8
198,Marjanovic,Boban,1626246,3.0,1.8,0.30000000000000004
199,Martin Jr.,Kenyon,1630231,12.7,5.5,1.5
200,Nix,Daishen,1630227,4.0,1.7000000000000002,2.3
201,Porter Jr.,Kevin,1629645,19.0,5.4,5.7
202,Sengun,Alperen,1630578,14.8,8.8,3.9
203,Smith Jr.,Jabari,1631095,12.7,7.3,1.3
204,Tate,Jae'Sean,1630256,9.1,3.8,2.7
205,Washington Jr.,TyTy,1631102,4.6,1.4,1.6
206,Avdija,Deni,1630166,9.2,6.4,2.8
207,Beal,Bradley,203078,23.2,3.9,5.4
208,Cooks,Xavier,1641645,2.3,1.9,0.8
209,Davis,Johnny,1631098,5.2,2.0,0.7000000000000001
210,Gafford,Daniel,1629655,8.9,5.5,1.0
211,Gibson,Taj,201959,3.4,1.9,0.7000000000000001
212,Gill,Anthony,1630264,3.2,1.6,0.5
213,Goodwin,Jordan,1630692,6.3,3.2,2.7
214,Huff,Jay,1630643,6.3,2.8,1.3
215,Jackson,Quenton,1631245,4.4,0.7000000000000001,1.1
216,Kispert,Corey,1630557,10.9,2.8,1.2
217,Kuzma,Kyle,1628398,21.2,7.2,3.7
218,Morris,Monte,1628420,10.3,3.4,5.3
219,Nunn,Kendrick,1629134,7.0,1.5,1.2
220,Porzingis,Kristaps,204001,23.2,8.4,2.7
221,Todd,Isaiah,1630225,0.4,0.0,0.0
222,Wright,Delon,1626153,7.3,3.5,3.9
223,Ayton,Deandre,1629028,18.0,10.0,1.7000000000000002
224,Bazley,Darius,1629647,5.0,3.1,0.9
225,Biyombo,Bismack,202687,4.3,4.3,0.9
226,Booker,Devin,1626164,27.8,4.5,5.5
227,Craig,Torrey,1628470,7.4,5.4,1.5
228,Durant,Kevin,201142,29.1,6.7,5.0
229,Landale,Jock,1629111,6.3,3.9,1.0
230,Lee,Damion,1627814,8.2,3.0,1.4
231,Lee,Saben,1630240,5.1,1.7000000000000002,2.4
232,Okogie,Josh,1629006,7.1,3.4,1.4
233,Paul,Chris,101108,13.9,4.3,8.9
234,Payne,Cameron,1626166,10.2,2.2,4.5
235,Ross,Terrence,203082,8.2,2.4,1.4
236,Shamet,Landry,1629013,8.6,1.6,2.2
237,Wainright,Ish,1630688,4.2,2.2,0.9
238,Warren,T.J.,203933,7.5,2.9,1.0
239,Badji,Ibou,1630641,,,
240,Butler Jr.,John,1631219,2.1,0.9,0.5
241,Eubanks,Drew,1629234,6.6,5.4,1.3
242,Grant,Jerami,203924,20.5,4.5,2.4
243,Harrison,Shaquille,1627885,7.8,4.0,5.0
244,Johnson,Keon,1630553,4.7,1.1,1.5
245,Knox II,Kevin,1628995,6.1,2.7,0.5
246,Lillard,Damian,203081,32.2,4.8,7.3
247,Little,Nassir,1629642,6.6,2.6,0.9
248,Mays,Skylar,1630219,15.5,3.8,7.3
249,Minaya,Justin,1631303,7.5,3.5,1.5
250,Nurkic,Jusuf,203994,13.3,9.1,2.9
251,Reddish,Cam,1629629,9.7,2.2,1.4
252,Sharpe,Shaedon,1631101,9.6,2.9,1.1
253,Simons,Anfernee,1629014,21.1,2.6,4.1
254,Thybulle,Matisse,1629680,4.1,2.0,0.7000000000000001
255,Walker,Jabari,1631133,3.7,2.3,0.6000000000000001
256,Watford,Trendon,1630570,7.1,3.9,2.1
257,Williams,Jeenathan,1631466,9.0,3.3,2.3
258,Winslow,Justise,1626159,6.8,5.0,3.4
259,Bagley III,Marvin,1628963,12.0,6.4,0.9
260,Boeheim,Buddy,1631205,2.0,0.6000000000000001,0.4
261,Bogdanovic,Bojan,202711,21.6,3.8,2.6
262,Burks,Alec,202692,12.8,3.1,2.2
263,Cunningham,Cade,1630595,19.9,6.2,6.0
264,Diallo,Hamidou,1628977,9.3,3.5,1.0
265,Duren,Jalen,1631105,9.2,8.7,1.2
266,Hampton,R.J.,1630181,6.5,1.8,1.2
267,Hayes,Killian,1630165,9.9,2.8,6.2
268,Ivey,Jaden,1631093,16.1,3.9,5.2
269,Joseph,Cory,202709,6.7,1.7000000000000002,3.4
270,Livers,Isaiah,1630587,6.7,2.8,0.8
271,McGruder,Rodney,203585,5.7,2.3,0.9
272,Omoruyi,Eugene,1630647,7.0,2.8,0.7000000000000001
273,Rhoden,Jared,1631197,2.3,2.1,0.30000000000000004
274,Stewart,Isaiah,1630191,11.3,8.1,1.4
275,Wiseman,James,1630164,10.1,5.9,0.7000000000000001
276,Baldwin Jr.,Patrick,1631116,3.9,1.3,0.30000000000000004
277,Curry,Stephen,201939,29.6,6.1,6.3
278,DiVincenzo,Donte,1628978,9.3,4.5,3.4
279,Green,Draymond,203110,8.5,7.3,6.9
280,Green,JaMychal,203210,6.5,3.6,0.9
281,Iguodala,Andre,2738,2.1,2.1,2.4
282,Jerome,Ty,1629660,6.9,1.7000000000000002,3.0
283,Kuminga,Jonathan,1630228,9.8,3.4,1.8
284,Lamb,Anthony,1630237,6.8,3.5,1.6
285,Looney,Kevon,1626172,7.1,9.2,2.5
286,Moody,Moses,1630541,4.5,1.6,0.8
287,Payton II,Gary,1627780,4.4,2.8,1.3
288,Poole,Jordan,1629673,20.6,2.7,4.5
289,Quinones,Lester,1631311,0.5,0.5,0.0
290,Rollins,Ryan,1631157,1.9,1.0,0.5
291,Thompson,Klay,202691,21.8,4.2,2.4
292,Wiggins,Andrew,203952,17.1,5.0,2.3
293,Ball,LaMelo,1630163,23.3,6.4,8.4
294,Bouknight,James,1630547,5.4,2.1,1.2
295,Hayward,Gordon,202330,14.7,4.3,4.1
296,Jones,Kai,1630539,3.3,2.8,0.30000000000000004
297,Maledon,Theo,1630177,6.1,2.7,3.3
298,Martin,Cody,1628998,5.0,3.4,1.6
299,McGowens,Bryce,1631121,4.7,1.9,1.1
300,Mykhailiuk,Svi,1629004,6.0,1.4,1.4
301,Oubre Jr.,Kelly,1626162,20.3,5.2,1.1
302,Richards,Nick,1630208,8.2,6.4,0.6000000000000001
303,Rozier,Terry,1626179,21.1,4.1,5.1
304,Simmons,Kobi,1628424,1.7000000000000002,0.30000000000000004,0.7000000000000001
305,Smith Jr.,Dennis,1628372,8.8,3.1,4.8
306,Sneed,Xavier,1630270,5.0,1.3,1.3
307,Thor,JT,1630550,3.7,2.1,0.5
308,Washington,P.J.,1629023,15.7,4.9,2.4
309,Williams,Mark,1631109,8.6,6.9,0.4
310,Ball,Lonzo,1628366,,,
311,Beverley,Patrick,201976,6.3,3.7,2.9
312,Caruso,Alex,1627936,5.6,3.0,2.9
313,DeRozan,DeMar,201942,24.7,4.7,5.1
314,Dosunmu,Ayo,1630245,8.5,2.7,2.6
315,Drummond,Andre,203083,5.9,6.6,0.5
316,Green,Javonte,1629750,5.3,2.7,0.7000000000000001
317,Jones,Carlik,1630637,0.6000000000000001,0.6000000000000001,0.4
318,Jones Jr.,Derrick,1627884,5.0,2.3,0.5
319,LaVine,Zach,203897,24.9,4.5,4.3
320,Lewis,Justin,1631171,,,
321,Simonovic,Marko,1630250,0.30000000000000004,0.2,0.0
322,Taylor,Terry,1630678,2.6,1.4,0.30000000000000004
323,Terry,Dalen,1631207,1.9,0.9,0.6000000000000001
324,Vucevic,Nikola,202696,17.7,11.1,3.3
325,White,Coby,1629632,9.5,2.8,2.7
326,Williams,Patrick,1630172,10.1,4.0,1.2
327,Bamba,Mo,1628964,6.8,4.7,1.0
328,Beasley,Malik,1627736,12.5,3.5,1.5
329,Brown Jr.,Troy,1628972,7.1,4.0,1.2
330,Christie,Max,1631108,3.3,1.9,0.5
331,Davis,Anthony,203076,26.3,12.4,2.6
332,Gabriel,Wenyen,1629117,5.6,4.2,0.5
333,Hachimura,Rui,1629060,11.2,4.5,0.9
334,James,LeBron,2544,29.0,8.4,6.8
335,Pippen Jr.,Scotty,1630590,2.3,0.7000000000000001,0.30000000000000004
336,Reaves,Austin,1630559,12.9,3.0,3.3
337,Reed,Davon,1628432,2.1,1.4,0.5
338,Russell,D'Angelo,1626156,17.7,3.0,6.2
339,Schroder,Dennis,203471,12.4,2.5,4.4
340,Swider,Cole,1631306,1.5,1.2,0.7000000000000001
341,Vanderbilt,Jarred,1629020,8.0,7.6,2.4
342,Walker IV,Lonnie,1629022,11.8,2.0,1.2
343,Barlow,Dominick,1631230,3.3,3.0,0.8
344,Bassey,Charles,1629646,5.7,5.5,1.3
345,Bates-Diop,Keita,1628966,9.4,3.7,1.5
346,Birch,Khem,203920,2.2,1.3,0.4
347,Branham,Malaki,1631103,9.9,2.7,2.0
348,Champagnie,Julian,1630577,8.3,3.1,0.4
349,Collins,Zach,1628380,11.6,6.4,2.9
350,Dieng,Gorgui,203476,3.4,3.1,1.6
351,Graham,Devonte',1628984,7.4,1.7000000000000002,2.7
352,Johnson,Keldon,1629640,22.0,5.0,2.9
353,Jones,Tre,1630200,12.7,3.5,6.5
354,Langford,Romeo,1629641,7.0,2.8,1.2
355,Mamukelashvili,Sandro,1630572,5.5,4.1,1.3
356,McDermott,Doug,203926,10.2,2.2,1.4
357,Sochan,Jeremy,1631110,11.0,5.3,2.5
358,Vassell,Devin,1630170,18.5,3.9,3.6
359,Wesley,Blake,1631104,4.6,2.0,2.5
360,Barnes,Harrison,203084,15.0,4.5,1.6
361,Davis,Terence,1629056,6.7,2.2,1.0
362,Dellavedova,Matthew,203521,1.5,0.4,1.3
363,Dozier,PJ,1628408,0.8,0.6000000000000001,0.1
364,Edwards,Kessler,1630556,2.8,1.7000000000000002,0.6000000000000001
365,Ellis,Keon,1631165,1.6,0.6000000000000001,0.4
366,Fox,De'Aaron,1628368,25.2,4.2,6.2
367,Holmes,Richaun,1626158,3.0,1.9,0.2
368,Huerter,Kevin,1628989,15.2,3.4,2.9
369,Len,Alex,203458,1.6,2.0,0.4
370,Lyles,Trey,1626168,7.6,4.0,0.9
371,Metu,Chimezie,1629002,4.6,3.0,0.6000000000000001
372,Mitchell,Davion,1630558,5.6,1.3,2.3
373,Monk,Malik,1628370,13.6,2.7,3.9
374,Murray,Keegan,1631099,12.2,4.6,1.2
375,Queta,Neemias,1629674,3.0,2.3,0.30000000000000004
376,Sabonis,Domantas,1627734,19.2,12.4,7.3
377,Barrett,RJ,1629628,19.5,5.1,2.7
378,Brunson,Jalen,1628973,24.0,3.5,6.2
379,Fournier,Evan,203095,6.3,1.9,1.4
380,Grimes,Quentin,1629656,11.1,3.3,2.1
381,Hart,Josh,1628404,9.8,7.8,3.8
382,Hartenstein,Isaiah,1628392,5.0,6.6,1.2
383,Jeffries,DaQuan,1629610,,,
384,Keels,Trevor,1631211,1.0,0.7000000000000001,0.0
385,McBride,Miles,1630540,3.4,0.8,1.2
386,Quickley,Immanuel,1630193,14.6,4.1,3.4
387,Randle,Julius,203944,25.1,10.0,4.1
388,Robinson,Mitchell,1629011,7.3,9.2,0.9
389,Rose,Derrick,201565,5.6,1.5,1.7000000000000002
390,Sims,Jericho,1630579,3.4,4.6,0.5
391,Toppin,Obi,1630167,7.0,2.7,0.9
392,Washington Jr.,Duane,1630613,7.9,1.2,2.0
393,Batum,Nicolas,201587,6.2,3.8,1.5
394,Boston Jr.,Brandon,1630527,6.8,1.4,0.9
395,Coffey,Amir,1629599,3.5,1.1,1.1
396,Covington,Robert,203496,6.1,3.4,1.2
397,Diabate,Moussa,1631217,2.7,2.3,0.2
398,George,Paul,202331,23.8,6.1,5.1
399,Gordon,Eric,201569,12.6,2.0,2.7
400,Hyland,Bones,1630538,11.8,2.3,3.1
401,Leonard,Kawhi,202695,23.7,6.3,3.9
402,Mann,Terance,1629611,8.9,3.5,2.3
403,Moon,Xavier,1629875,1.7000000000000002,1.0,1.7000000000000002
404,Morris Sr.,Marcus,202694,11.2,4.0,1.8
405,Plumlee,Mason,203486,10.9,9.0,3.1
406,Powell,Norman,1626181,16.7,2.9,1.8
407,Preston,Jason,1630554,3.2,1.7000000000000002,2.1
408,Westbrook,Russell,201566,15.7,5.8,7.5
409,Zubac,Ivica,1627826,10.7,10.0,1.0
410,Bertans,Davis,202722,4.1,1.0,0.5
411,Bullock,Reggie,203493,7.2,3.7,1.3
412,Doncic,Luka,1629029,32.7,8.7,8.1
413,Green,Josh,1630182,9.1,3.0,1.7000000000000002
414,Hardaway Jr.,Tim,203501,14.4,3.5,1.8
415,Hardy,Jaden,1630702,8.4,1.7000000000000002,1.3
416,Holiday,Justin,203200,4.3,1.1,0.9
417,Irving,Kyrie,202681,27.1,5.1,5.5
418,Kleber,Maxi,1628467,5.9,3.6,1.4
419,Lawson,A.J.,1630639,2.6,0.8,0.1
420,McGee,JaVale,201580,4.3,2.6,0.30000000000000004
421,Morris,Markieff,202693,3.3,1.9,0.8
422,Ntilikina,Frank,1628373,2.6,1.3,1.2
423,Pinson,Theo,1629033,1.7000000000000002,1.1,0.8
424,Powell,Dwight,203939,6.7,4.1,0.9
425,Wood,Christian,1626174,16.6,7.3,1.8
426,Wright IV,McKinley,1630593,3.5,1.6,2.0
427,Bey,Saddiq,1630180,13.8,4.7,1.5
428,Bogdanovic,Bogdan,203992,14.1,3.1,2.8
429,Capela,Clint,203991,12.0,11.1,0.9
430,Collins,John,1628381,13.0,6.5,1.2
431,Fernando,Bruno,1628981,3.5,3.3,0.8
432,Forrest,Trent,1630235,2.4,1.6,1.5
433,Griffin,AJ,1631100,8.8,2.1,1.0
434,Holiday,Aaron,1628988,3.9,1.2,1.4
435,Hunter,De'Andre,1629631,15.4,4.3,1.4
436,Johnson,Jalen,1630552,5.5,4.0,1.1
437,Krejci,Vit,1630249,1.3,0.8,0.5
438,Martin,Tyrese,1631213,1.1,0.4,0.1
439,Mathews,Garrison,1629726,4.5,1.3,0.5
440,Murray,Dejounte,1627749,20.5,5.3,6.1
441,Okongwu,Onyeka,1630168,9.9,7.2,1.0
442,Williams,Donovan,1631495,0.0,1.0,0.0
443,Young,Trae,1629027,26.2,3.0,10.0
444,Braun,Christian,1631128,4.5,2.3,0.8
445,Brown,Bruce,1628971,11.4,4.1,3.3
446,Bryant,Thomas,1628418,9.8,5.7,0.5
447,Caldwell-Pope,Kentavious,203484,10.7,2.8,2.4
448,Cancar,Vlatko,1628427,4.9,2.1,1.3
449,Gillespie,Collin,1631221,,,
450,Gordon,Aaron,203932,16.3,6.6,3.0
451,Green,Jeff,201145,7.9,2.6,1.2
452,Jackson,Reggie,202704,10.2,2.1,3.4
453,Jokic,Nikola,203999,24.8,11.9,9.8
454,Jordan,DeAndre,201599,5.1,5.1,0.8
455,Murray,Jamal,1627750,20.0,4.0,6.2
456,Nnaji,Zeke,1630192,5.1,2.5,0.30000000000000004
457,Porter Jr.,Michael,1629008,17.5,5.5,1.0
458,Smith,Ish,202397,2.5,1.2,2.2
459,Watson,Peyton,1631212,2.7,1.4,0.30000000000000004
460,White,Jack,1631298,1.2,0.6000000000000001,0.2
461,Bridges,Mikal,1628969,20.4,4.4,3.3
462,Claxton,Nic,1629651,12.6,9.2,1.9
463,Curry,Seth,203552,9.1,1.7000000000000002,1.6
464,Dinwiddie,Spencer,203915,17.5,3.4,6.4
465,Duke Jr.,David,1630561,3.1,1.0,0.8
466,Finney-Smith,Dorian,1627827,8.4,4.8,1.5
467,Harris,Joe,203925,7.6,2.2,1.4
468,Johnson,Cameron,1629661,15.4,4.4,1.9
469,Mills,Patty,201988,6.0,1.1,1.4
470,O'Neale,Royce,1626220,8.9,5.1,3.7
471,Sharpe,Day'Ron,1630549,4.7,4.1,0.7000000000000001
472,Simmons,Ben,1627732,6.9,6.3,6.1
473,Smith,Dru,1630696,3.2,1.5,1.2
474,Sumner,Edmond,1628410,7.3,1.5,1.3
475,Thomas,Cam,1630560,10.0,1.7000000000000002,1.4
476,Watanabe,Yuta,1629139,5.6,2.4,0.8
477,Brissett,Oshae,1629052,6.1,3.3,0.6000000000000001
478,Brown,Kendall,1631112,1.5,1.0,0.5
479,Duarte,Chris,1630537,7.9,2.5,1.4
480,Haliburton,Tyrese,1630169,20.7,3.7,10.4
481,Hield,Buddy,1627741,16.8,5.0,2.8
482,Hill,George,201588,4.7,1.8,2.3
483,Jackson,Isaiah,1630543,7.1,4.4,0.8
484,Johnson,James,201949,2.4,1.4,0.7000000000000001
485,Mathurin,Bennedict,1631097,16.6,4.1,1.4
486,McConnell,T.J.,204456,8.7,3.1,5.3
487,Nembhard,Andrew,1629614,9.3,2.6,4.4
